groupId,compound,compoundId,formula,sample,adductName,peakMz,mzmin,mzmax,rt,rtmin,rtmax,quality,peakIntensity,peakArea,peakSplineArea,peakAreaTop,peakAreaCorrected,peakAreaTopCorrected,noNoiseObs,signalBaseLineRatio,fromBlankSample
1,cholic acid d4 neg mix8 confirm,cholic acid d4 neg mix8 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_26,,290.132996,290.132996,290.132996,7.610,7.570,7.670,0.849,20648.75,54805.27,45571.28,15862.25,54805.27,15862.25,11,788.49,0
1,cholic acid d4 neg mix8 confirm,cholic acid d4 neg mix8 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_27,,290.132996,290.132996,290.132996,7.610,7.570,7.670,0.848,18005.76,48980.99,40567.70,13929.28,48980.99,13929.28,11,557.48,0
1,cholic acid d4 neg mix8 confirm,cholic acid d4 neg mix8 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_28,,290.132996,290.132996,290.132996,7.610,7.560,7.670,0.850,14486.81,39124.11,32543.56,11184.79,39124.11,11184.79,11,1448.68,0
1,cholic acid d4 neg mix8 confirm,cholic acid d4 neg mix8 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_29,,290.132996,290.132996,290.132996,7.610,7.570,7.670,0.848,14417.89,37768.44,31452.77,11037.40,37768.44,11037.40,10,630.78,0
1,cholic acid d4 neg mix8 confirm,cholic acid d4 neg mix8 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_30,,290.132996,290.132996,290.132996,7.610,7.570,7.670,0.849,14273.71,37777.61,31384.83,10861.65,37777.61,10861.65,11,814.18,0
1,cholic acid d4 neg mix8 confirm,cholic acid d4 neg mix8 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_31,,290.132996,290.132996,290.132996,7.610,7.570,7.670,0.850,14110.49,37134.91,30890.96,10788.81,37134.91,10788.81,11,1411.05,0
1,cholic acid d4 neg mix8 confirm,cholic acid d4 neg mix8 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_19,,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
1,cholic acid d4 neg mix8 confirm,cholic acid d4 neg mix8 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_33,,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
3,tetrahydrobiopterin240 confirm,tetrahydrobiopterin240 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_04,,164.966995,164.966995,164.966995,1.108,1.058,1.167,0.840,918827.38,3175345.50,2569813.25,775809.31,3169995.50,775363.50,12,128.15,0
3,tetrahydrobiopterin240 confirm,tetrahydrobiopterin240 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_19,,164.966995,164.966995,164.966995,0.859,0.829,0.939,0.722,246.91,1912.33,1750.63,233.55,735.28,133.52,11,1.76,0
3,tetrahydrobiopterin240 confirm,tetrahydrobiopterin240 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_20,,164.966995,164.966995,164.966995,0.869,0.819,0.939,0.607,332.67,2056.19,2012.29,251.05,741.35,141.94,10,2.99,0
3,tetrahydrobiopterin240 confirm,tetrahydrobiopterin240 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_21,,164.966995,164.966995,164.966995,0.899,0.879,0.919,0.049,301.42,867.73,796.78,225.97,390.69,130.52,4,3.07,0
3,tetrahydrobiopterin240 confirm,tetrahydrobiopterin240 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_210,,164.966995,164.966995,164.966995,0.929,0.899,0.959,0.291,3138.61,13150.71,14404.17,2654.64,5172.39,1510.97,5,2.20,0
3,tetrahydrobiopterin240 confirm,tetrahydrobiopterin240 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_211,,164.966995,164.966995,164.966995,0.939,0.909,0.989,0.389,3032.02,15036.04,12480.02,2391.01,5069.77,1283.79,8,2.47,0
3,tetrahydrobiopterin240 confirm,tetrahydrobiopterin240 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_212,,164.966995,164.966995,164.966995,0.939,0.909,0.999,0.665,3255.39,18259.10,13486.71,2644.15,6729.89,1491.08,10,2.27,0
3,tetrahydrobiopterin240 confirm,tetrahydrobiopterin240 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_213,,164.966995,164.966995,164.966995,0.939,0.909,0.979,0.765,3473.66,16638.30,16972.47,2921.60,7647.41,1794.81,7,2.04,0
3,tetrahydrobiopterin240 confirm,tetrahydrobiopterin240 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_214,,164.966995,164.966995,164.966995,0.939,0.919,0.999,0.068,3201.63,18378.47,14389.73,2579.57,7678.20,1391.20,9,2.27,0
3,tetrahydrobiopterin240 confirm,tetrahydrobiopterin240 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_215,,164.966995,164.966995,164.966995,1.118,1.088,1.167,0.730,3812.68,21266.87,18152.05,3479.56,10618.23,2296.38,9,2.28,0
3,tetrahydrobiopterin240 confirm,tetrahydrobiopterin240 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_216,,164.966995,164.966995,164.966995,1.128,1.088,1.177,0.784,5872.64,29499.10,23329.18,5143.85,17572.08,3951.15,10,3.40,0
3,tetrahydrobiopterin240 confirm,tetrahydrobiopterin240 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_217,,164.966995,164.966995,164.966995,1.128,1.088,1.177,0.802,7409.27,34918.12,27640.56,6473.19,23085.81,5289.86,9,4.42,0
3,tetrahydrobiopterin240 confirm,tetrahydrobiopterin240 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_218,,164.966995,164.966995,164.966995,1.118,1.078,1.177,0.817,21082.68,85850.10,66871.52,18281.91,72828.30,17097.96,11,13.35,0
3,tetrahydrobiopterin240 confirm,tetrahydrobiopterin240 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_219,,164.966995,164.966995,164.966995,1.118,1.078,1.177,0.828,69959.30,259285.81,203718.62,59249.30,245591.59,58003.07,11,29.30,0
3,tetrahydrobiopterin240 confirm,tetrahydrobiopterin240 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_22,,164.966995,164.966995,164.966995,0.889,0.869,0.929,0.073,249.79,981.94,1265.36,194.99,320.20,102.27,6,2.39,0
3,tetrahydrobiopterin240 confirm,tetrahydrobiopterin240 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_220,,164.966995,164.966995,164.966995,1.128,1.078,1.187,0.838,386614.19,1470564.00,1167541.00,334980.47,1454479.25,333638.28,12,71.78,0
3,tetrahydrobiopterin240 confirm,tetrahydrobiopterin240 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_221,,164.966995,164.966995,164.966995,1.128,1.078,1.187,0.838,1649749.38,6304701.00,4982914.00,1433844.50,6284478.50,1432153.38,12,73.10,0
3,tetrahydrobiopterin240 confirm,tetrahydrobiopterin240 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_23,,164.966995,164.966995,164.966995,1.128,1.088,1.187,0.666,440.13,2298.56,1783.03,374.17,1166.52,270.51,10,4.24,0
3,tetrahydrobiopterin240 confirm,tetrahydrobiopterin240 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_24,,164.966995,164.966995,164.966995,1.118,1.068,1.177,0.827,2223.21,8341.94,6397.07,1797.24,7105.50,1694.06,12,14.38,0
3,tetrahydrobiopterin240 confirm,tetrahydrobiopterin240 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_25,,164.966995,164.966995,164.966995,1.048,0.999,1.088,0.789,7113.76,23222.95,18945.35,5754.55,22242.95,5656.54,10,38.63,0
3,tetrahydrobiopterin240 confirm,tetrahydrobiopterin240 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_26,,164.966995,164.966995,164.966995,1.038,0.989,1.098,0.835,29834.98,94094.27,76898.21,24290.88,92759.07,24179.56,12,99.57,0
3,tetrahydrobiopterin240 confirm,tetrahydrobiopterin240 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_27,,164.966995,164.966995,164.966995,1.028,0.989,1.088,0.824,73128.92,212381.56,174466.83,57940.20,211000.20,57813.81,10,124.75,0
3,tetrahydrobiopterin240 confirm,tetrahydrobiopterin240 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_28,,164.966995,164.966995,164.966995,1.028,0.989,1.088,0.834,268364.09,749810.94,616909.94,209663.25,747491.81,209452.44,11,162.84,0
3,tetrahydrobiopterin240 confirm,tetrahydrobiopterin240 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_29,,164.966995,164.966995,164.966995,1.028,0.989,1.088,0.838,523663.12,1460355.62,1203255.38,409995.09,1457466.50,409732.41,11,188.52,0
3,tetrahydrobiopterin240 confirm,tetrahydrobiopterin240 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_30,,164.966995,164.966995,164.966995,1.028,0.989,1.088,0.819,1119318.00,3138365.00,2587199.50,881428.69,3133565.25,880992.31,11,204.20,0
3,tetrahydrobiopterin240 confirm,tetrahydrobiopterin240 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_31,,164.966995,164.966995,164.966995,1.028,0.989,1.088,0.829,1821184.50,5109261.00,4213491.50,1430596.00,5103427.00,1430065.50,11,177.16,0
3,tetrahydrobiopterin240 confirm,tetrahydrobiopterin240 confirm,,mtab_BIOSSCOPE_temporal_2023_061223_33,,164.966995,164.966995,164.966995,0.969,0.949,1.028,0.075,306.98,1619.43,1435.38,252.54,810.23,161.43,7,3.36,0
4,cholic acid d4 neg mix8,cholic acid d4 neg mix8,,mtab_BIOSSCOPE_temporal_2023_061223_04,,347.217010,347.217010,347.217010,7.605,7.565,7.665,0.847,16665.04,44720.07,37074.82,12869.83,44685.24,12866.66,11,332.53,0
4,cholic acid d4 neg mix8,cholic acid d4 neg mix8,,mtab_BIOSSCOPE_temporal_2023_061223_19,,347.217010,347.217010,347.217010,7.585,7.555,7.655,0.190,87.95,709.47,638.90,78.39,435.52,53.48,11,1.82,0
4,cholic acid d4 neg mix8,cholic acid d4 neg mix8,,mtab_BIOSSCOPE_temporal_2023_061223_20,,347.217010,347.217010,347.217010,7.605,7.565,7.675,0.845,46514.93,129097.95,107181.73,36620.71,128816.91,36597.29,12,333.83,0
4,cholic acid d4 neg mix8,cholic acid d4 neg mix8,,mtab_BIOSSCOPE_temporal_2023_061223_21,,347.217010,347.217010,347.217010,7.605,7.565,7.665,0.845,47411.91,125704.48,104486.35,36509.18,125452.29,36486.25,11,360.22,0
4,cholic acid d4 neg mix8,cholic acid d4 neg mix8,,mtab_BIOSSCOPE_temporal_2023_061223_210,,347.217010,347.217010,347.217010,7.605,7.565,7.635,0.835,11584.69,32021.40,26824.70,9086.90,30826.64,8937.22,8,55.47,0
4,cholic acid d4 neg mix8,cholic acid d4 neg mix8,,mtab_BIOSSCOPE_temporal_2023_061223_211,,347.217010,347.217010,347.217010,7.605,7.565,7.665,0.838,11229.71,32372.40,26562.10,8872.88,30713.10,8721.41,11,65.92,0
4,cholic acid d4 neg mix8,cholic acid d4 neg mix8,,mtab_BIOSSCOPE_temporal_2023_061223_212,,347.217010,347.217010,347.217010,7.605,7.565,7.675,0.836,10758.11,31467.56,25724.05,8561.22,29722.58,8415.78,12,55.22,0
4,cholic acid d4 neg mix8,cholic acid d4 neg mix8,,mtab_BIOSSCOPE_temporal_2023_061223_213,,347.217010,347.217010,347.217010,7.605,7.565,7.645,0.840,11498.22,32442.83,26987.69,9060.81,31069.00,8908.14,9,54.69,0
4,cholic acid d4 neg mix8,cholic acid d4 neg mix8,,mtab_BIOSSCOPE_temporal_2023_061223_214,,347.217010,347.217010,347.217010,7.605,7.565,7.675,0.837,11748.92,34809.28,28414.80,9387.77,32970.73,9234.48,12,65.43,0
4,cholic acid d4 neg mix8,cholic acid d4 neg mix8,,mtab_BIOSSCOPE_temporal_2023_061223_215,,347.217010,347.217010,347.217010,7.605,7.565,7.655,0.838,10454.59,30924.03,25522.40,8385.50,29540.81,8247.17,10,53.06,0
4,cholic acid d4 neg mix8,cholic acid d4 neg mix8,,mtab_BIOSSCOPE_temporal_2023_061223_216,,347.217010,347.217010,347.217010,7.605,7.565,7.665,0.838,10639.72,30559.21,25050.88,8382.84,28988.11,8240.01,11,54.00,0
4,cholic acid d4 neg mix8,cholic acid d4 neg mix8,,mtab_BIOSSCOPE_temporal_2023_061223_217,,347.217010,347.217010,347.217010,7.605,7.565,7.665,0.839,11429.83,32278.05,26421.61,8949.35,30665.48,8802.57,11,63.43,0
4,cholic acid d4 neg mix8,cholic acid d4 neg mix8,,mtab_BIOSSCOPE_temporal_2023_061223_218,,347.217010,347.217010,347.217010,7.605,7.565,7.665,0.839,10450.31,30154.15,24631.28,8258.89,28551.16,8111.73,11,66.45,0
4,cholic acid d4 neg mix8,cholic acid d4 neg mix8,,mtab_BIOSSCOPE_temporal_2023_061223_219,,347.217010,347.217010,347.217010,7.605,7.565,7.665,0.838,11681.24,33702.05,27600.77,9240.68,32032.15,9088.82,11,54.35,0
4,cholic acid d4 neg mix8,cholic acid d4 neg mix8,,mtab_BIOSSCOPE_temporal_2023_061223_22,,347.217010,347.217010,347.217010,7.605,7.565,7.675,0.845,42485.27,117692.12,97649.52,33432.32,117437.44,33411.09,12,311.34,0
4,cholic acid d4 neg mix8,cholic acid d4 neg mix8,,mtab_BIOSSCOPE_temporal_2023_061223_220,,347.217010,347.217010,347.217010,7.605,7.565,7.665,0.838,11932.90,35095.07,28745.03,9526.30,33446.60,9376.44,11,57.53,0
4,cholic acid d4 neg mix8,cholic acid d4 neg mix8,,mtab_BIOSSCOPE_temporal_2023_061223_221,,347.217010,347.217010,347.217010,7.605,7.565,7.675,0.837,10101.37,30122.98,24481.45,8070.73,28364.18,7923.75,12,61.90,0
4,cholic acid d4 neg mix8,cholic acid d4 neg mix8,,mtab_BIOSSCOPE_temporal_2023_061223_23,,347.217010,347.217010,347.217010,7.605,7.565,7.665,0.847,40221.18,108836.66,90367.41,31300.71,108613.13,31280.39,11,490.96,0
4,cholic acid d4 neg mix8,cholic acid d4 neg mix8,,mtab_BIOSSCOPE_temporal_2023_061223_24,,347.217010,347.217010,347.217010,7.605,7.565,7.665,0.845,40158.97,105861.13,88048.58,30875.62,105534.22,30845.90,11,346.71,0
4,cholic acid d4 neg mix8,cholic acid d4 neg mix8,,mtab_BIOSSCOPE_temporal_2023_061223_25,,347.217010,347.217010,347.217010,7.605,7.565,7.665,0.846,33552.77,90550.38,75098.65,26054.80,90341.03,26035.77,11,272.42,0
4,cholic acid d4 neg mix8,cholic acid d4 neg mix8,,mtab_BIOSSCOPE_temporal_2023_061223_26,,347.217010,347.217010,347.217010,7.605,7.565,7.675,0.846,35364.20,97167.06,80606.57,27703.25,96924.88,27683.07,12,357.74,0
4,cholic acid d4 neg mix8,cholic acid d4 neg mix8,,mtab_BIOSSCOPE_temporal_2023_061223_27,,347.217010,347.217010,347.217010,7.605,7.565,7.665,0.846,31085.93,84755.33,70178.50,24180.26,84594.07,24165.60,11,264.23,0
4,cholic acid d4 neg mix8,cholic acid d4 neg mix8,,mtab_BIOSSCOPE_temporal_2023_061223_28,,347.217010,347.217010,347.217010,7.605,7.565,7.665,0.844,26403.07,69643.30,57871.61,20264.00,69411.83,20242.96,11,284.37,0
4,cholic acid d4 neg mix8,cholic acid d4 neg mix8,,mtab_BIOSSCOPE_temporal_2023_061223_29,,347.217010,347.217010,347.217010,7.605,7.565,7.675,0.845,22246.16,64456.25,53428.66,17815.63,64274.52,17800.49,12,263.03,0
4,cholic acid d4 neg mix8,cholic acid d4 neg mix8,,mtab_BIOSSCOPE_temporal_2023_061223_30,,347.217010,347.217010,347.217010,7.605,7.565,7.665,0.845,24077.94,64675.69,53642.25,18645.79,64440.77,18624.44,11,209.37,0
4,cholic acid d4 neg mix8,cholic acid d4 neg mix8,,mtab_BIOSSCOPE_temporal_2023_061223_31,,347.217010,347.217010,347.217010,7.605,7.565,7.665,0.845,23308.43,65029.04,53904.68,18357.54,64813.67,18337.96,11,223.14,0
4,cholic acid d4 neg mix8,cholic acid d4 neg mix8,,mtab_BIOSSCOPE_temporal_2023_061223_33,,347.217010,347.217010,347.217010,7.615,7.555,7.665,0.185,69.94,656.50,462.29,65.32,468.82,49.68,12,1.17,0
6,3-mercapto propionate,3-mercapto propionate,,mtab_BIOSSCOPE_temporal_2023_061223_04,,104.883003,104.883003,104.883003,5.184,5.144,5.213,0.847,365326.16,924461.19,776643.31,276980.00,924461.19,276980.00,8,1357.20,0
6,3-mercapto propionate,3-mercapto propionate,,mtab_BIOSSCOPE_temporal_2023_061223_21,,104.883003,104.883003,104.883003,5.194,5.164,5.223,0.781,32.54,65.43,55.02,20.94,65.43,20.94,5,3.25,0
6,3-mercapto propionate,3-mercapto propionate,,mtab_BIOSSCOPE_temporal_2023_061223_210,,104.883003,104.883003,104.883003,5.074,5.004,5.114,0.509,149.16,986.85,713.29,110.14,484.88,68.01,11,1.94,0
6,3-mercapto propionate,3-mercapto propionate,,mtab_BIOSSCOPE_temporal_2023_061223_211,,104.883003,104.883003,104.883003,5.114,5.094,5.134,0.047,131.52,397.11,360.30,106.46,191.98,65.01,3,3.16,0
6,3-mercapto propionate,3-mercapto propionate,,mtab_BIOSSCOPE_temporal_2023_061223_212,,104.883003,104.883003,104.883003,5.034,5.014,5.114,0.079,130.03,883.88,732.98,105.19,452.03,66.45,10,3.11,0
6,3-mercapto propionate,3-mercapto propionate,,mtab_BIOSSCOPE_temporal_2023_061223_213,,104.883003,104.883003,104.883003,5.174,5.154,5.213,0.079,120.65,579.48,671.99,101.95,300.14,62.28,6,2.67,0
6,3-mercapto propionate,3-mercapto propionate,,mtab_BIOSSCOPE_temporal_2023_061223_214,,104.883003,104.883003,104.883003,5.184,5.144,5.223,0.804,440.64,1621.03,1359.41,356.84,1220.42,312.26,8,9.88,0
6,3-mercapto propionate,3-mercapto propionate,,mtab_BIOSSCOPE_temporal_2023_061223_215,,104.883003,104.883003,104.883003,5.184,5.144,5.233,0.825,979.88,3262.38,2654.74,779.97,2791.05,732.68,10,14.90,0
6,3-mercapto propionate,3-mercapto propionate,,mtab_BIOSSCOPE_temporal_2023_061223_216,,104.883003,104.883003,104.883003,5.184,5.154,5.253,0.811,1696.47,5375.65,4233.21,1320.80,4826.28,1270.85,11,16.93,0
6,3-mercapto propionate,3-mercapto propionate,,mtab_BIOSSCOPE_temporal_2023_061223_217,,104.883003,104.883003,104.883003,5.184,5.154,5.253,0.820,2496.60,7530.14,6036.30,1941.78,6982.82,1892.17,10,25.55,0
6,3-mercapto propionate,3-mercapto propionate,,mtab_BIOSSCOPE_temporal_2023_061223_218,,104.883003,104.883003,104.883003,5.184,5.144,5.253,0.834,4712.98,14378.29,11546.23,3701.67,13773.86,3651.28,12,31.67,0
6,3-mercapto propionate,3-mercapto propionate,,mtab_BIOSSCOPE_temporal_2023_061223_219,,104.883003,104.883003,104.883003,5.184,5.144,5.253,0.833,7903.30,25031.97,20165.62,6419.94,24456.97,6371.94,12,31.96,0
6,3-mercapto propionate,3-mercapto propionate,,mtab_BIOSSCOPE_temporal_2023_061223_22,,104.883003,104.883003,104.883003,5.194,5.154,5.253,0.840,329.56,986.87,811.05,266.66,986.87,266.66,10,32.96,0
6,3-mercapto propionate,3-mercapto propionate,,mtab_BIOSSCOPE_temporal_2023_061223_220,,104.883003,104.883003,104.883003,5.184,5.144,5.253,0.836,22798.70,68599.75,55855.64,18276.26,67953.49,18222.29,12,49.13,0
6,3-mercapto propionate,3-mercapto propionate,,mtab_BIOSSCOPE_temporal_2023_061223_221,,104.883003,104.883003,104.883003,5.184,5.144,5.253,0.837,60019.52,178826.97,146096.17,48114.11,178103.28,48053.75,12,55.21,0
6,3-mercapto propionate,3-mercapto propionate,,mtab_BIOSSCOPE_temporal_2023_061223_23,,104.883003,104.883003,104.883003,5.194,5.164,5.243,0.842,854.49,2317.98,1933.48,675.71,2317.98,675.71,8,85.45,0
6,3-mercapto propionate,3-mercapto propionate,,mtab_BIOSSCOPE_temporal_2023_061223_24,,104.883003,104.883003,104.883003,5.194,5.154,5.253,0.848,5069.01,13105.13,10919.57,3838.60,13105.13,3838.60,10,506.90,0
6,3-mercapto propionate,3-mercapto propionate,,mtab_BIOSSCOPE_temporal_2023_061223_25,,104.883003,104.883003,104.883003,5.194,5.154,5.253,0.847,13772.95,35025.28,29225.87,10366.82,35025.28,10366.82,10,483.06,0
6,3-mercapto propionate,3-mercapto propionate,,mtab_BIOSSCOPE_temporal_2023_061223_26,,104.883003,104.883003,104.883003,5.194,5.154,5.253,0.850,20490.09,50412.01,42168.55,15140.96,50412.01,15140.96,10,1308.92,0
6,3-mercapto propionate,3-mercapto propionate,,mtab_BIOSSCOPE_temporal_2023_061223_27,,104.883003,104.883003,104.883003,5.194,5.154,5.253,0.849,23590.95,60173.48,50155.54,17752.26,60173.48,17752.26,10,904.12,0
6,3-mercapto propionate,3-mercapto propionate,,mtab_BIOSSCOPE_temporal_2023_061223_28,,104.883003,104.883003,104.883003,5.194,5.154,5.253,0.848,41171.45,102642.68,85715.69,30529.74,102642.68,30529.74,10,810.03,0
6,3-mercapto propionate,3-mercapto propionate,,mtab_BIOSSCOPE_temporal_2023_061223_29,,104.883003,104.883003,104.883003,5.194,5.154,5.253,0.846,80028.82,202845.23,169388.31,60382.33,202845.23,60382.33,10,627.71,0
6,3-mercapto propionate,3-mercapto propionate,,mtab_BIOSSCOPE_temporal_2023_061223_30,,104.883003,104.883003,104.883003,5.194,5.154,5.223,0.847,204479.12,507296.38,426584.06,152970.05,507296.38,152970.05,8,899.79,0
6,3-mercapto propionate,3-mercapto propionate,,mtab_BIOSSCOPE_temporal_2023_061223_31,,104.883003,104.883003,104.883003,5.194,5.154,5.223,0.847,421744.41,1053431.12,885526.00,317049.78,1053431.12,317049.78,8,918.05,0
6,3-mercapto propionate,3-mercapto propionate,,mtab_BIOSSCOPE_temporal_2023_061223_33,,104.883003,104.883003,104.883003,5.194,5.174,5.233,0.231,90.85,211.67,180.70,63.13,211.67,63.13,5,9.08,0
6,3-mercapto propionate,3-mercapto propionate,,mtab_BIOSSCOPE_temporal_2023_061223_19,,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
