groupId,compound,compoundId,formula,sample,adductName,peakMz,mzmin,mzmax,rt,rtmin,rtmax,quality,peakIntensity,peakArea,peakSplineArea,peakAreaTop,peakAreaCorrected,peakAreaTopCorrected,noNoiseObs,signalBaseLineRatio,fromBlankSample
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_120,,84.883003,84.883003,84.883003,3.810,3.688,3.860,0.195,6586.00,96896.69,69727.05,6421.12,9822.08,1554.54,16,1.29,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_121,,84.883003,84.883003,84.883003,3.811,3.689,3.861,0.070,6611.53,99405.67,71550.56,6180.07,13892.60,1425.07,17,1.33,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_122,,84.883003,84.883003,84.883003,3.791,3.689,3.861,0.070,5361.22,84027.28,60750.36,5044.94,6134.77,706.91,16,1.24,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_123,,84.883003,84.883003,84.883003,3.821,3.689,3.861,0.066,6340.11,92538.65,66081.95,6029.84,10942.15,1496.70,18,1.14,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_124,,84.883003,84.883003,84.883003,3.811,3.689,3.861,0.212,8367.18,104111.70,74709.22,8017.58,17107.73,3152.58,14,1.56,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_125,,84.883003,84.883003,84.883003,3.831,3.689,3.861,0.075,6752.77,98674.20,70502.47,6424.69,16206.99,1841.42,18,1.32,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_126,,84.883003,84.883003,84.883003,3.801,3.689,3.861,0.063,6243.12,97843.93,70628.36,5979.75,11256.93,1137.49,16,1.13,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_127,,84.883003,84.883003,84.883003,3.791,3.689,3.861,0.106,7021.40,100390.39,72166.66,6767.96,15164.45,2021.91,17,1.19,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_128,,84.883003,84.883003,84.883003,3.790,3.689,3.861,0.161,6703.33,96782.04,69573.50,6570.70,13439.41,1933.33,16,1.29,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_129,,84.883003,84.883003,84.883003,3.689,3.689,3.861,0.047,5338.93,89384.70,64140.73,5185.52,7604.45,675.89,18,1.00,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_13,,84.883003,84.883003,84.883003,3.705,3.695,3.866,0.047,1858.51,27716.57,20049.30,1780.09,4322.56,481.46,17,1.04,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_130,,84.883003,84.883003,84.883003,3.790,3.689,3.861,0.104,5651.24,86694.23,62509.90,5503.20,9850.09,1207.53,16,1.27,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_131,,84.883003,84.883003,84.883003,3.801,3.689,3.861,0.222,6658.13,92097.70,66535.29,6506.40,12806.01,2093.63,16,1.49,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_132,,84.883003,84.883003,84.883003,3.780,3.689,3.861,0.068,6526.37,93845.97,67947.55,6316.47,13098.23,1827.13,15,1.33,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_133,,84.883003,84.883003,84.883003,3.811,3.689,3.861,0.067,5517.30,85954.01,61758.11,5200.16,6712.88,776.91,15,1.10,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_134,,84.883003,84.883003,84.883003,3.780,3.689,3.861,0.072,5989.71,93345.84,67794.22,5627.19,9660.37,967.08,17,1.18,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_135,,84.883003,84.883003,84.883003,3.791,3.689,3.861,0.222,6844.52,95465.77,69018.73,6378.61,8212.23,1511.83,15,1.25,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_136,,84.883003,84.883003,84.883003,3.791,3.689,3.861,0.060,6011.51,94064.55,67558.38,5817.48,12278.25,1265.99,17,1.17,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_137,,84.883003,84.883003,84.883003,3.791,3.689,3.861,0.101,6535.38,101055.88,72537.76,6363.30,13001.41,1460.96,18,1.19,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_138,,84.883003,84.883003,84.883003,3.801,3.689,3.861,0.087,8575.76,110471.14,79807.66,7829.73,17946.59,2689.48,18,1.49,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_139,,84.883003,84.883003,84.883003,3.811,3.690,3.862,0.076,6826.19,100821.72,72673.78,6480.89,12177.02,1495.16,15,1.18,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_14,,84.883003,84.883003,84.883003,3.705,3.695,3.867,0.047,2558.34,34967.95,25115.39,2316.15,10392.76,950.78,18,1.07,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_140,,84.883003,84.883003,84.883003,3.841,3.689,3.861,0.047,5723.58,94214.88,67256.27,5385.09,11854.24,795.15,17,1.25,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_141,,84.883003,84.883003,84.883003,3.841,3.689,3.861,0.047,6026.95,90661.52,64863.51,5569.21,11036.42,1151.04,15,1.16,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_142,,84.883003,84.883003,84.883003,3.711,3.690,3.862,0.047,5519.09,88264.95,62921.52,5198.53,11565.30,988.78,16,1.10,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_143,,84.883003,84.883003,84.883003,3.811,3.689,3.861,0.062,6741.10,95085.31,68656.09,6195.46,11740.42,1568.23,15,1.27,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_144,,84.883003,84.883003,84.883003,3.811,3.689,3.861,0.171,8342.12,118384.68,85569.04,7937.16,23995.23,2693.30,18,1.26,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_145,,84.883003,84.883003,84.883003,3.689,3.689,3.861,0.047,6311.48,94441.07,68123.02,5891.11,10047.77,1177.51,17,1.00,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_146,,84.883003,84.883003,84.883003,3.791,3.689,3.861,0.169,6626.26,95403.41,68301.59,6365.67,10095.16,1622.60,15,1.30,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_147,,84.883003,84.883003,84.883003,3.811,3.689,3.861,0.239,7996.49,108037.21,78416.75,7594.88,15450.04,2450.07,18,1.42,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_148,,84.883003,84.883003,84.883003,3.811,3.689,3.861,0.059,6413.86,92236.72,66386.69,5952.60,8270.06,1307.09,15,1.20,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_149,,84.883003,84.883003,84.883003,3.811,3.689,3.861,0.069,6901.30,101001.61,72433.88,6465.81,10716.99,1418.20,15,1.18,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_15,,84.883003,84.883003,84.883003,3.820,3.689,3.861,0.129,4306.66,44821.71,32874.32,3695.11,18206.79,2216.51,18,1.77,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_150,,84.883003,84.883003,84.883003,3.791,3.689,3.861,0.067,6085.46,90926.47,66147.02,5907.28,8385.43,1282.67,14,1.22,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_151,,84.883003,84.883003,84.883003,3.711,3.690,3.862,0.047,6073.76,93710.91,67576.23,5677.36,9396.97,968.01,15,1.18,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_152,,84.883003,84.883003,84.883003,3.801,3.689,3.861,0.092,6636.59,95183.64,68748.13,6194.64,10160.81,1456.42,15,1.25,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_153,,84.883003,84.883003,84.883003,3.710,3.689,3.861,0.047,6272.95,101465.09,73006.05,5857.51,13279.63,949.70,18,1.12,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_154,,84.883003,84.883003,84.883003,3.821,3.689,3.861,0.066,7264.18,105929.83,75639.58,6834.88,14232.51,1723.63,17,1.28,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_155,,84.883003,84.883003,84.883003,3.791,3.689,3.861,0.079,5844.86,91766.45,65920.21,5529.68,9326.50,963.22,16,1.19,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_156,,84.883003,84.883003,84.883003,3.751,3.690,3.862,0.068,5708.86,88259.38,63251.46,5447.54,8522.11,1015.63,17,1.12,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_157,,84.883003,84.883003,84.883003,3.811,3.689,3.861,0.103,6198.51,96711.65,70098.05,6019.04,11037.84,1259.38,18,1.04,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_158,,84.883003,84.883003,84.883003,3.812,3.690,3.862,0.139,9347.21,117249.88,84097.28,9023.29,23127.09,3758.87,17,1.52,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_159,,84.883003,84.883003,84.883003,3.781,3.689,3.861,0.070,5359.29,86933.59,62536.15,5109.88,6245.66,616.14,16,1.14,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_16,,84.883003,84.883003,84.883003,3.816,3.695,3.867,0.140,6032.65,64774.05,46621.60,5290.26,32427.49,3493.23,18,1.75,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_160,,84.883003,84.883003,84.883003,3.842,3.690,3.862,0.047,6191.47,97169.59,69358.62,5804.57,11231.44,1030.90,18,1.13,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_161,,84.883003,84.883003,84.883003,3.821,3.690,3.862,0.057,6252.77,96171.94,69419.70,6001.93,10557.64,1237.65,15,1.11,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_162,,84.883003,84.883003,84.883003,3.720,3.689,3.861,0.088,5640.44,88276.68,64124.12,5351.72,7297.71,819.50,16,1.12,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_163,,84.883003,84.883003,84.883003,3.821,3.689,3.861,0.048,6693.64,101625.33,73817.66,6471.74,12112.01,1469.47,13,1.22,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_164,,84.883003,84.883003,84.883003,3.801,3.689,3.861,0.054,6108.20,92296.31,65936.91,5690.35,11120.01,1186.16,16,1.12,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_165,,84.883003,84.883003,84.883003,3.801,3.690,3.862,0.144,6770.07,92554.62,66508.74,6391.60,13272.13,1968.02,17,1.37,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_166,,84.883003,84.883003,84.883003,3.781,3.689,3.861,0.077,5550.26,86707.06,62985.54,5269.15,8428.88,861.68,14,1.15,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_167,,84.883003,84.883003,84.883003,3.791,3.689,3.861,0.067,6271.88,100378.54,72422.83,6048.64,15649.62,1341.47,18,1.29,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_168,,84.883003,84.883003,84.883003,3.751,3.690,3.862,0.099,5905.49,90775.12,64445.79,5717.52,11811.93,1317.78,16,1.18,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_169,,84.883003,84.883003,84.883003,3.791,3.689,3.861,0.094,6055.38,94898.63,68197.54,5751.37,6989.55,819.55,14,1.14,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_17,,84.883003,84.883003,84.883003,3.817,3.695,3.857,0.188,10569.28,94815.91,68033.28,9596.46,64672.19,7823.30,17,2.15,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_170,,84.883003,84.883003,84.883003,3.801,3.689,3.861,0.115,7905.42,106686.23,76213.05,7567.90,22347.70,2860.11,17,1.39,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_171,,84.883003,84.883003,84.883003,3.801,3.689,3.861,0.052,6032.98,90868.57,64608.23,5532.71,11428.66,1121.49,16,1.06,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_172,,84.883003,84.883003,84.883003,3.791,3.689,3.861,0.092,6163.67,93377.24,67287.18,5799.95,5176.45,883.07,14,1.13,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_173,,84.883003,84.883003,84.883003,3.791,3.689,3.861,0.126,6258.10,93693.55,67774.81,6015.27,8784.48,1291.13,17,1.15,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_174,,84.883003,84.883003,84.883003,3.791,3.690,3.862,0.111,7036.59,100291.24,72102.59,6670.76,14336.98,1895.52,18,1.29,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_175,,84.883003,84.883003,84.883003,3.801,3.689,3.861,0.087,9517.46,116452.68,83850.66,8733.32,22145.63,3484.34,17,1.60,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_176,,84.883003,84.883003,84.883003,3.801,3.689,3.861,0.089,6067.02,94490.21,67364.41,5805.51,9808.23,1087.18,17,1.12,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_177,,84.883003,84.883003,84.883003,3.861,3.689,3.861,0.047,6433.67,96765.48,69088.62,6047.66,13301.82,1399.09,16,1.00,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_178,,84.883003,84.883003,84.883003,3.710,3.689,3.861,0.047,5868.05,90143.98,65115.79,5386.45,7901.86,819.87,15,1.28,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_179,,84.883003,84.883003,84.883003,3.801,3.689,3.861,0.125,7479.10,103848.81,74795.31,7086.38,14797.75,2112.45,15,1.25,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_18,,84.883003,84.883003,84.883003,3.760,3.688,3.860,0.056,2233.43,30424.99,21685.74,2098.65,6423.20,747.08,15,1.33,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_180,,84.883003,84.883003,84.883003,3.791,3.689,3.861,0.058,6532.44,98064.48,70351.48,6218.90,13271.33,1508.17,18,1.25,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_181,,84.883003,84.883003,84.883003,3.811,3.690,3.862,0.063,6600.67,98924.55,71032.41,6447.87,12547.18,1641.41,16,1.12,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_182,,84.883003,84.883003,84.883003,3.811,3.689,3.861,0.079,6085.86,94656.36,67742.85,6006.04,9799.95,1275.91,17,1.16,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_183,,84.883003,84.883003,84.883003,3.811,3.690,3.862,0.089,6772.27,100853.56,72949.41,6603.02,11483.89,1642.96,17,1.19,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_184,,84.883003,84.883003,84.883003,3.831,3.689,3.861,0.057,5964.55,92037.17,66514.13,5654.34,9252.88,1108.63,15,1.08,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_185,,84.883003,84.883003,84.883003,3.821,3.689,3.861,0.073,6460.29,98894.85,71119.38,6108.48,9418.91,1132.33,16,1.28,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_186,,84.883003,84.883003,84.883003,3.801,3.689,3.861,0.060,6564.98,101797.11,72987.48,6181.31,11670.81,1159.08,16,1.11,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_187,,84.883003,84.883003,84.883003,3.811,3.689,3.862,0.077,6648.66,98684.58,70700.81,6306.55,11672.41,1444.39,16,1.17,0
1,2-methyl-4-oxopentanoic acid,2-methyl-4-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_188,,84.883003,84.883003,84.883003,3.811,3.689,3.861,0.107,6115.45,93431.47,67914.91,5824.13,9667.09,1170.53,17,1.22,0
